Downloaded from wid.world on 17-11-2022 at 17:16:33
Country Code;Country Name;WID Variable code;Percentile group;Unit;Variable name;Intuitive description;Technical description;Methodological Notes;Sources;Extrapolations;Data points
US-SC;South Carolina;sptinc992j;p99p100;share;Pre-tax national income. Share Adults. equal-split adults;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the individual (rather than the household) but resources are split equally within couples.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-SC;South Carolina;sptinc992t;p99p100;share;Pre-tax national income. Share Adults. tax unit;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-SD;South Dakota;sptinc992j;p99p100;share;Pre-tax national income. Share Adults. equal-split adults;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the individual (rather than the household) but resources are split equally within couples.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-SD;South Dakota;sptinc992t;p99p100;share;Pre-tax national income. Share Adults. tax unit;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-TN;Tennessee;sptinc992j;p99p100;share;Pre-tax national income. Share Adults. equal-split adults;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the individual (rather than the household) but resources are split equally within couples.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-TN;Tennessee;sptinc992t;p99p100;share;Pre-tax national income. Share Adults. tax unit;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-TX;Texas;sptinc992j;p99p100;share;Pre-tax national income. Share Adults. equal-split adults;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the individual (rather than the household) but resources are split equally within couples.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-TX;Texas;sptinc992t;p99p100;share;Pre-tax national income. Share Adults. tax unit;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-UT;Utah;sptinc992j;p99p100;share;Pre-tax national income. Share Adults. equal-split adults;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the individual (rather than the household) but resources are split equally within couples.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-UT;Utah;sptinc992t;p99p100;share;Pre-tax national income. Share Adults. tax unit;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-VT;Vermont;sptinc992j;p99p100;share;Pre-tax national income. Share Adults. equal-split adults;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the individual (rather than the household) but resources are split equally within couples.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-VT;Vermont;sptinc992t;p99p100;share;Pre-tax national income. Share Adults. tax unit;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-VA;Virginia;sptinc992t;p99p100;share;Pre-tax national income. Share Adults. tax unit;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-VA;Virginia;sptinc992j;p99p100;share;Pre-tax national income. Share Adults. equal-split adults;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the individual (rather than the household) but resources are split equally within couples.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-WA;Washington;sptinc992j;p99p100;share;Pre-tax national income. Share Adults. equal-split adults;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the individual (rather than the household) but resources are split equally within couples.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-WA;Washington;sptinc992t;p99p100;share;Pre-tax national income. Share Adults. tax unit;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-WV;West Virginia;sptinc992t;p99p100;share;Pre-tax national income. Share Adults. tax unit;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-WV;West Virginia;sptinc992j;p99p100;share;Pre-tax national income. Share Adults. equal-split adults;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the individual (rather than the household) but resources are split equally within couples.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-WI;Wisconsin;sptinc992t;p99p100;share;Pre-tax national income. Share Adults. tax unit;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-WI;Wisconsin;sptinc992j;p99p100;share;Pre-tax national income. Share Adults. equal-split adults;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the individual (rather than the household) but resources are split equally within couples.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-WY;Wyoming;sptinc992t;p99p100;share;Pre-tax national income. Share Adults. tax unit;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the tax unit defined by national fiscal administrations to measure personal income taxes.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
US-WY;Wyoming;sptinc992j;p99p100;share;Pre-tax national income. Share Adults. equal-split adults;Pre-tax national income share held by the p99p100 group. Pre-tax national income  is the sum of all pre-tax personal income flows accruing to the owners of the production factors, labor and capital, before taking into account the operation of the tax/transfer system, but after taking into account the operation of pension system. The central difference between personal factor income and pre-tax income is the treatment of pensions, which are counted on a contribution basis by factor income and on a distribution basis by pre-tax income. The population is comprised of individuals over age 20. The base unit is the individual (rather than the household) but resources are split equally within couples.;Pre-tax national income =Pre-tax labor income [total pre-tax income ranking]+Pre-tax capital income [total pre-tax income ranking];Fiscal income rescaled to match the macroeconomic aggregates.;WID.world computations using fiscal and net national income.;;
